Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,25,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг програми ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,25,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг програми ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,25,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Молодіжний працівник в ОТГ: базовий тренінг
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,30,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Молодіжний працівник в ОТГ: базовий тренінг
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,30,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Молодіжний працівник в ОТГ: базовий тренінг
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,30,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Молодіжний працівник в ОТГ: базовий тренінг
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,30,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Молодіжний працівник в ОТГ: базовий тренінг
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,30,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,38,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Тренінг з підвищення ефективності управління активами територіальних громад
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,52,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,Адміністративні послуги,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,
